Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Prahsarn, C., Roungpaisan, N., Klinsukhon, W., Suwannamek, N.","12785881900; 38862691700; 38862009900; 55778602300","Study on parameters influencing shape change of melt spun cross-shaped polypropylene and poly (lactic acid) fibers",2014,"Journal of Polymer Research",21,"11", 574,,,,1,10.1007/s10965-014-0574-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911890495&partnerID=40&md5=c1da1b3e3ff37767a942024ff386278f",Article,Final,,Scopus,2-s2.0-84911890495
"Yakimov, A., Rychkov, G., Petukhov, M.","57196822927; 17435446500; 7003353446","De novo design of stable α-helices",2014,"Methods in Molecular Biology",1216,"",,1,14,,7,10.1007/978-1-4939-1486-9_1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921740210&partnerID=40&md5=6356037d1c94c5dd3388b05a3a450cfa",Article,Final,,Scopus,2-s2.0-84921740210
"Keleş, O., García, R.E., Bowman, K.J.","55633107700; 7403263747; 7103098766","Pore-crack orientation effects on fracture behavior of brittle porous materials",2014,"International Journal of Fracture",187,"2",,293,299,,6,10.1007/s10704-014-9934-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899064673&partnerID=40&md5=2206552c22180a3757532549447f1a23",Article,Final,,Scopus,2-s2.0-84899064673
"Desena, H.C., Veeram Reddy, S.R., Welch, T., Wang, J., Forbess, J., Nugent, A.W.","35323922400; 35328206400; 23491156400; 56100716700; 7004458262; 7005708228","Morphology of interatrial defects created by interventional techniques in a neonatal animal model",2014,"Pediatric Cardiology",35,"3",,381,385,,1,10.1007/s00246-013-0786-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897669372&partnerID=40&md5=85101944f733b87c673b95f3f09709e4",Article,Final,,Scopus,2-s2.0-84897669372
"Cheng, J., Park, M., Hyun, J.","55358800900; 55358917300; 7202748990","Thermoresponsive hybrid hydrogel of oxidized nanocellulose using a polypeptide crosslinker",2014,"Cellulose",21,"3",,1699,1708,,12,10.1007/s10570-014-0208-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901191905&partnerID=40&md5=447cd56825c2b3f01f3b487b281cc697",Article,Final,,Scopus,2-s2.0-84901191905
"Czarnik-Matusewicz, B., Jung, Y.M.","6701804589; 56497404700","Two-dimensional mid-infrared correlation spectroscopy in protein research",2014,"Challenges and Advances in Computational Chemistry and Physics",14,"",,213,250,,,10.1007/978-94-007-7832-0_8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073145659&partnerID=40&md5=9347d764aacd657c78ab0b2ab9415b5d",Book Chapter,Final,,Scopus,2-s2.0-85073145659
"Ji, N.-Y., Wang, B.-G.","12773199300; 37115062200","Nonhalogenated organic molecules from Laurencia algae",2014,"Phytochemistry Reviews",13,"3",,653,670,,19,10.1007/s11101-013-9326-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940227251&partnerID=40&md5=8037bcc45b0b4d03040b0be8ece9db90",Review,Final,,Scopus,2-s2.0-84940227251
"Petrov, N.S.","52365585200","Energy Flux and Density of Nonuniform Electromagnetic Waves with Total Reflection",2014,"Journal of Applied Spectroscopy",81,"3",,381,386,,1,10.1007/s10812-014-9941-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905585542&partnerID=40&md5=da9fc06edfeb3fed72f1c5063eb60a78",Article,Final,,Scopus,2-s2.0-84905585542
"Pyatnov, M.V.","55851617600","Evolution of Polarization in an Anisotropic Nanocomposite with Resonance Dispersion",2014,"Russian Physics Journal",57,"5",,585,590,,,10.1007/s11182-014-0280-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919952195&partnerID=40&md5=a39f9c8cf271cb68f4a4605900af1dd7",Article,Final,,Scopus,2-s2.0-84919952195
"Huang, Q., Chen, J., Wang, Y.","56196097000; 7501880170; 7601496589","Spinning Particle in Gravitational Field of Black Hole Involving Global Monopole",2014,"International Journal of Theoretical Physics",54,"2",,459,471,,4,10.1007/s10773-014-2240-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84938873701&partnerID=40&md5=b78343af0f8059e63b60f7bae9a0fee5",Article,Final,,Scopus,2-s2.0-84938873701
"Li, Y.","55783353000","A global multidimensional shock wave for the steady supersonic isothermal flow",2014,"Acta Applicandae Mathematicae",133,"1",,45,85,,,10.1007/s10440-013-9859-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907018163&partnerID=40&md5=46cf6e6ebe902cf181164f8c30ac0b23",Article,Final,,Scopus,2-s2.0-84907018163
"Sherrill, R.E., Sinclair, A.J., Sinha, S.C., Lovell, T.A.","36844652100; 36170058800; 24502023100; 7005781586","Time-varying transformations for Hill-Clohessy-Wiltshire solutions in elliptic orbits",2014,"Celestial Mechanics and Dynamical Astronomy",119,"1",,55,73,,7,10.1007/s10569-014-9543-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84900398628&partnerID=40&md5=1444c3e1f90f3f390e225e1cfbbfcfbf",Article,Final,,Scopus,2-s2.0-84900398628
"Liu, H.-W., Zhou, X.-M.","8944200700; 55845363000","Explicit modified mild-slope equation for wave scattering by piecewise monotonic and piecewise smooth bathymetries",2014,"Journal of Engineering Mathematics",87,"1",,29,45,,9,10.1007/s10665-013-9661-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903885483&partnerID=40&md5=9b771280a369e7109fdf3ef21a16a3d8",Article,Final,,Scopus,2-s2.0-84903885483
"Höppener, C.","6507166422","Scanning near-field optical microscopy for investigations of bio-matter",2014,"Neuromethods",86,"",,189,223,,,10.1007/978-1-62703-983-3_9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958520476&partnerID=40&md5=b6a206ee78fcee30adc17f6b67a00bb2",Article,Final,,Scopus,2-s2.0-84958520476
"Crack, J.C., Green, J., Thomson, A.J., Le Brun, N.E.","7801471721; 57203210823; 7403717753; 6603863121","Techniques for the production, isolation, and analysis of iron-sulfur proteins",2014,"Methods in Molecular Biology",1122,"",,33,48,,16,10.1007/978-1-62703-794-5_4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84908105194&partnerID=40&md5=e0547d5d62d5fe1561f1be821f92c2f3",Article,Final,,Scopus,2-s2.0-84908105194
"Zhang, Y., Zhang, G.","55262620000; 24068058800","Spectroscopic and analysis of the hydrolytic process of folpet and its interaction with DNA",2014,"Journal of Solution Chemistry",43,"8",,1388,1401,,2,10.1007/s10953-014-0211-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906897233&partnerID=40&md5=c3bc880c7120310712f29b0ac57fa7b5",Article,Final,,Scopus,2-s2.0-84906897233
"Eapen, R.T., Sharma, R.K.","56189555600; 8948030500","Mars interplanetary trajectory design via Lagrangian points",2014,"Astrophysics and Space Science",353,"1",,65,71,,6,10.1007/s10509-014-2012-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905386416&partnerID=40&md5=0235d12b09cf7c9be9044a08cb2b0066",Article,Final,,Scopus,2-s2.0-84905386416
"Murata, M.","7402129596","Minichromosomes and artificial chromosomes in Arabidopsis",2014,"Chromosome Research",22,"2",,167,178,,2,10.1007/s10577-014-9421-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905095371&partnerID=40&md5=b311e7a7e94e21c623e67469cc76c02e",Review,Final,,Scopus,2-s2.0-84905095371
"Kumar, P., Topin, F.","57192783419; 6602121616","Micro-structural Impact of Different Strut Shapes and Porosity on Hydraulic Properties of Kelvin-Like Metal Foams",2014,"Transport in Porous Media",105,"1",,57,81,,14,10.1007/s11242-014-0358-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911003780&partnerID=40&md5=a257748c18d1ca0607dea9265874cbf8",Article,Final,,Scopus,2-s2.0-84911003780
"Locatelli-Hoops, S.C., Yeliseev, A.A.","6506590324; 6601928813","Use of tandem affi nity chromatography for purifi cation of cannabinoid receptor CB<inf>2</inf>",2014,"Methods in Molecular Biology",1177,"",,107,120,,2,10.1007/978-1-4939-1034-2_9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925548949&partnerID=40&md5=76a8e9474d242adc6b4b7374598a3086",Article,Final,,Scopus,2-s2.0-84925548949
"Chen, L.-L., Zhao, J.C.","57196310824; 55983515900","Functional analysis of long noncoding RNAs in development and disease",2014,"Advances in Experimental Medicine and Biology",825,"",,129,158,,47,10.1007/978-1-4939-1221-6_4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921980968&partnerID=40&md5=e564e1e1891465a4a8a6a16ac94bd7b2",Article,Final,,Scopus,2-s2.0-84921980968
"Bezruchenko, V.S., Murauski, A.A., Muravsky, A.A.","56246476600; 9333726400; 9335208300","Determination of the Dispersion of the Principal Refractive Indices for Birefringent Polypropylene Films",2014,"Journal of Applied Spectroscopy",81,"3",,476,482,,,10.1007/s10812-014-9957-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905587788&partnerID=40&md5=58e6e485d02e15572b7f7d9e77499380",Article,Final,,Scopus,2-s2.0-84905587788
"Lu, K., Sun, J., Zhao, D.-X., Zhu, Q.-C., Lv, W.","7402893032; 57198438986; 56477724600; 55900719500; 56020243800","The synthesis of L-dopa-L-Tyr and the interaction of L-dopa-L-Tyr with ctDNA",2014,"International Journal of Peptide Research and Therapeutics",20,"3",,299,305,,5,10.1007/s10989-014-9395-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905567102&partnerID=40&md5=1d0fa220305eebd80e229536da0b4b5c",Article,Final,,Scopus,2-s2.0-84905567102
"Aïzel, K., Fouillet, Y., Pudda, C.","35755513200; 55892442400; 6507131027","Electropreconcentration of nanoparticles using a radial micro-nanofluidic device",2014,"Journal of Nanoparticle Research",16,"11", 2731,,,,3,10.1007/s11051-014-2731-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84912544561&partnerID=40&md5=3918f5542e1931672f38ce9218804da1",Article,Final,,Scopus,2-s2.0-84912544561
"Poulard, C., Rambaud, J., Romancer, M.L., Corbo, L.","36185595700; 14054844600; 6504608809; 35409075700","Proximity ligation assay to detect and localize the interactions of erα with PI3-k and src in breast cancer cells and tumor samples",2014,"Methods in Molecular Biology",1204,"",,135,142,,8,10.1007/978-1-4939-1346-6_12,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921726428&partnerID=40&md5=dfa87f1a2e8a4946c787a4a8cbc34712",Article,Final,,Scopus,2-s2.0-84921726428
"Lopes Filho, M.C., Mazzucato, A.L., Niu, D., Nussenzveig Lopes, H.J., Titi, E.S.","35608319300; 6701736919; 15053470700; 6603441930; 7003569203","Planar Limits of Three-Dimensional Incompressible Flows with Helical Symmetry",2014,"Journal of Dynamics and Differential Equations",26,"4",,843,869,,5,10.1007/s10884-014-9411-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84916886708&partnerID=40&md5=b83aac78d49d943b4f714e3d6d0fef9b",Article,Final,,Scopus,2-s2.0-84916886708
"Bakolas, E.","26422016600","Optimal Guidance of the Isotropic Rocket in the Presence of Wind",2014,"Journal of Optimization Theory and Applications",162,"3",,954,974,,10,10.1007/s10957-013-0504-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905721082&partnerID=40&md5=3da20627f65019a955be7dab316bc72b",Article,Final,,Scopus,2-s2.0-84905721082
"Luce, R., Sète, O., Liesen, J.","24473237300; 56166053700; 6603465386","Sharp parameter bounds for certain maximal point lenses",2014,"General Relativity and Gravitation",46,"5", 1736,1,16,,7,10.1007/s10714-014-1736-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84900874639&partnerID=40&md5=21275d2d3d02e4bdb83071b7fea3e61a",Article,Final,,Scopus,2-s2.0-84900874639
"Singh, J., Aminu, A.","57215131037; 56072744400","Instability of triangular libration points in the perturbed photogravitational R3BP with Poynting-Robertson (P-R) drag",2014,"Astrophysics and Space Science",351,"2",,473,482,,2,10.1007/s10509-014-1862-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899914522&partnerID=40&md5=8dcc54fa7271b7cc5dcf7e766e10184d",Article,Final,,Scopus,2-s2.0-84899914522
"Lyubchenko, Y.L., Gall, A.A., Shlyakhtenko, L.S.","7005653761; 57050192700; 7003805723","Visualization of DNA and protein-DNA complexes with atomic force microscopy",2014,"Methods in Molecular Biology",1117,"",,367,384,,20,10.1007/978-1-62703-776-1_17,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84934443368&partnerID=40&md5=ebd242d0181cabb1a809caaf2656459b",Article,Final,,Scopus,2-s2.0-84934443368
"Bakshi, K., Liyanage, M.R., Volkin, D.B., Middaugh, C.R.","22233625100; 16417135900; 7004102095; 57203053716","Fourier transform infrared spectroscopy of peptides",2014,"Methods in Molecular Biology",1088,"",,255,269,,12,10.1007/978-1-62703-673-3_18,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84934434302&partnerID=40&md5=3f8e6226a120a55d10c3322757304c07",Article,Final,,Scopus,2-s2.0-84934434302
"Zhao, R.-T., Liang, R.-S., Wang, F.-Q.","55329345300; 26031586000; 56139698400","Nondestructive photonic polarization Greenberger–Horne–Zeilinger states analyzer assisted by quantum-dot cavity systems",2014,"Quantum Information Processing",13,"12",,2719,2729,,1,10.1007/s11128-014-0823-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911415116&partnerID=40&md5=1615c898eada6db36205e4e92434a5b7",Article,Final,,Scopus,2-s2.0-84911415116
"Dalir, N., Nourazar, S.S.","37017169900; 6507404244","Analytical solution of the problem on the three-dimensional transient heat conduction in a multilayer cylinder",2014,"Journal of Engineering Physics and Thermophysics",87,"1",,89,97,,4,10.1007/s10891-014-0988-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84896492437&partnerID=40&md5=8e0b8ce37fb79bce59dc1632d3b1b254",Article,Final,,Scopus,2-s2.0-84896492437
"Sattarahmady, N., Heli, H., Moosavi-Movahedi, A.A., Karimian, K.","6506613024; 6507134131; 23098455900; 24499830800","Deferiprone: Structural and functional modulating agent of hemoglobin fructation",2014,"Molecular Biology Reports",41,"3",,1723,1729,,4,10.1007/s11033-014-3021-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84896057957&partnerID=40&md5=10f72353a717b99e18a724d3e550589f",Article,Final,,Scopus,2-s2.0-84896057957
"Armitage, B.A.","7006115095","Formation and characterization of PNA-containing heteroquadruplexes",2014,"Methods in Molecular Biology",1050,"",,73,82,,,10.1007/978-1-62703-553-8_6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892891914&partnerID=40&md5=2bab9da407e44a5b40f8827d9d04e142",Article,Final,,Scopus,2-s2.0-84892891914
"Gordon, J.","45261098000","A stage model of venture philanthropy",2014,"Venture Capital",16,"2",,85,107,,14,10.1080/13691066.2014.897014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84898423892&partnerID=40&md5=4e0dd8f4b744bc93c7d2b3f51e209958",Article,Final,,Scopus,2-s2.0-84898423892
"Żyłkiewicz, E., Stukenberg, P.T.","42462881600; 7004415885","Xenopus egg extracts as a simplified model system for structure–function studies of dynein regulators",2014,"Methods in Molecular Biology",1136,"",,117,133,,2,10.1007/978-1-4939-0329-0_8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84908254376&partnerID=40&md5=9496db5e69611d4cb4ee49a89d829b63",Article,Final,,Scopus,2-s2.0-84908254376
"Maillot, T., Boscain, U., Gauthier, J.-P., Serres, U.","55758724500; 6701764545; 7202653448; 16481067200","Lyapunov and Minimum-Time Path Planning for Drones",2014,"Journal of Dynamical and Control Systems",21,"1",,47,80,,10,10.1007/s10883-014-9222-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921699039&partnerID=40&md5=cc09a0dd95d8774c4535315ae4654bdd",Article,Final,,Scopus,2-s2.0-84921699039
"Marchesin, M., da Paixão Vasconcellos, D.","35225077500; 56182717900","A highly symmetric restricted nine-body problem and the linear stability of its relative equilibria",2014,"Astrophysics and Space Science",352,"2",,443,460,,1,10.1007/s10509-014-1965-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904459422&partnerID=40&md5=aeb74e1d9e992d2ed99bf83480405e6f",Article,Final,,Scopus,2-s2.0-84904459422
"Oohora, K., Hayashi, T.","57200199412; 55735983400","Incorporation of modified and artificial cofactors into naturally occurring protein scaffolds",2014,"Methods in Molecular Biology",1216,"",,251,263,,2,10.1007/978-1-4939-1486-9_13,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921808885&partnerID=40&md5=858df73c2d277a003700c4d6b2b2cad9",Article,Final,,Scopus,2-s2.0-84921808885
"Partyka, K., Wang, S., Zhao, P., Cao, B., Haab, B.","50961521200; 56402177300; 57199758752; 57220564732; 6701671244","Array-based immunoassays with rolling-circle amplifi cation detection",2014,"Methods in Molecular Biology",1105,"",,3,15,,2,10.1007/978-1-62703-739-6_1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84908553915&partnerID=40&md5=a1dd3738d97405a86b43a77a798238f9",Article,Final,,Scopus,2-s2.0-84908553915
"Pavithra, R., Mohanageetha, D., Mary Anita, E.A., Subramaniam, M.","55644681100; 55644942900; 44861063700; 57197155123","A new compact microstrip integrated E-array patch antenna with high gain and high aperture efficiency",2014,"Wireless Personal Communications",78,"2",,1011,1020,,4,10.1007/s11277-014-1798-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906671973&partnerID=40&md5=4cc760d4fdb3eb75964208ace71e0e84",Article,Final,,Scopus,2-s2.0-84906671973
"Ma, K.-L., Song, L.-K., Yuan, Y.-H., Zhang, Y., Yang, J.-L., Zhu, P., Chen, N.-H.","26421229800; 43761583800; 24777581100; 39763311200; 36681639500; 57199310495; 8787606800","α-synuclein is prone to interaction with the GC-box-like sequence in vitro",2014,"Cellular and Molecular Neurobiology",34,"4",,603,609,,11,10.1007/s10571-014-0046-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84898884129&partnerID=40&md5=54e63ceb6a7be519a88d225e1868ce29",Article,Final,,Scopus,2-s2.0-84898884129
"Gabra, N.M., Mustafa, B., Kumar, Y.P., Shobha Devi, C., Shilpa, M., Reddy, K.L., Satyanarayana, S.","51260920400; 26029507000; 24791153900; 55693904600; 23006896500; 8263286700; 35593330200","DNA-binding and cleavage, cytotoxicity properties of Ru(II) complexes with 2-(4′-chloro-phenyl) imidazo[4,5-f][1,10]phenanthroline, ligand and their ""light switch"" on-off effect",2014,"Medicinal Chemistry Research",23,"1",,224,235,,7,10.1007/s00044-013-0617-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893722894&partnerID=40&md5=76d90657d47f199723369fba904051b5",Article,Final,,Scopus,2-s2.0-84893722894
"Vallado, D.A., Alfano, S.","55957883500; 7003712854","Curvilinear coordinate transformations for relative motion",2014,"Celestial Mechanics and Dynamical Astronomy",118,"3",,253,271,,8,10.1007/s10569-014-9531-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84894614523&partnerID=40&md5=4717299cafad58504af27e855bfb66d4",Article,Final,,Scopus,2-s2.0-84894614523
"Bellucci, A., Fiorentini, C., Zaltieri, M., Missale, C., Spano, P.","7003345414; 7102244499; 36803154800; 7006296003; 55431614400","The “in situ” proximity ligation assay to probe protein–protein interactions in intact tissues",2014,"Methods in Molecular Biology",1174,"",,397,405,,21,10.1007/978-1-4939-0944-5_27,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84922515976&partnerID=40&md5=d7e0c038c7b0724639920b79bc4c96be",Article,Final,,Scopus,2-s2.0-84922515976
